# Index	M_int	Con
402	3.700720e+11	2.600557e+01
403	4.172911e+11	2.155598e+02
404	2.921240e+11	4.894078e+02
405	3.567856e+11	7.959239e+01
406	3.166406e+11	2.082243e+02
407	2.650957e+11	8.723143e+01
408	4.725846e+11	6.419075e+02
409	3.897942e+11	8.654016e+01
410	3.022055e+11	5.740743e+02
411	1.629971e+11	3.986425e+01
412	2.532851e+11	1.839422e+02
413	2.894136e+11	1.153197e+02
414	4.034360e+11	2.841978e+02
415	3.054180e+11	3.792758e+02
416	2.692892e+11	2.422326e+01
417	2.342289e+11	6.167879e+01
418	3.627886e+11	4.791464e+02
419	2.892695e+11	3.798366e+01
420	3.229648e+11	6.047635e+01
421	6.657946e+11	2.351017e+02
422	2.841433e+11	3.386205e+02
423	3.670482e+11	7.095411e+02
424	3.132995e+11	9.734728e+01
425	3.593189e+11	3.094499e+02
426	4.864936e+11	3.361121e+02
427	2.065270e+11	3.407785e+03
428	2.980976e+11	3.827473e+02
429	4.757976e+11	4.360802e+01
430	3.787100e+11	1.419400e+02
431	5.276180e+11	3.762874e+02
432	3.127169e+11	1.845144e+02
433	4.148628e+11	3.633474e-03
434	5.323054e+11	3.250192e+02
435	5.845542e+11	4.522629e+02
436	3.480050e+11	5.679854e+02
437	4.229998e+11	8.784847e+02
438	5.451548e+11	3.415067e+01
439	3.732825e+11	3.653100e+02
440	3.407868e+11	1.676720e+02
441	5.018293e+11	4.137700e+02
442	4.081023e+11	5.570379e+01
443	6.043922e+11	5.244080e+02
444	5.321122e+11	7.786443e+01
445	3.105591e+11	2.025618e+02
446	2.395371e+11	1.295307e+03
447	3.034561e+11	5.170637e+01
448	3.023033e+11	2.668260e+02
449	3.702918e+11	1.845622e+01
450	4.034931e+11	5.796169e+02
451	4.134045e+11	5.065320e+00
452	3.432407e+11	2.667123e+02
453	4.025946e+11	6.714312e+02
454	4.542739e+11	3.460607e+01
455	2.191106e+11	9.133645e+02
456	3.688848e+11	1.993669e+02
457	3.548602e+11	1.009800e+03
458	3.125148e+11	4.753655e+01
459	3.152349e+11	6.429050e+02
460	3.362902e+11	2.446726e-03
461	3.047763e+11	1.926575e+02
462	3.272901e+11	6.176052e+02
463	3.457014e+11	1.367671e+01
464	3.503904e+11	1.074839e+03
465	3.494079e+11	2.159637e+02
466	3.685773e+11	5.015984e+03
467	3.842202e+11	4.590053e+01
468	2.822186e+11	4.606028e+02
469	3.286620e+11	6.211030e+02
470	5.898684e+11	2.507102e+02
471	2.746764e+11	4.723060e+02
472	4.334133e+11	1.641990e+02
473	3.730158e+11	4.707310e+02
474	4.686513e+11	3.699073e+02
475	3.863157e+11	5.299000e+02
476	1.556153e+11	5.347254e+01
477	3.122968e+11	3.337674e+01
478	7.603732e+11	9.271474e+02
479	2.531132e+11	2.519869e+02
480	3.719024e+11	3.384755e+02
481	3.843216e+11	4.831592e+02
482	1.558850e+11	3.085744e+01
483	4.499974e+11	1.600540e+02
484	2.152096e+11	6.603271e+01
485	3.745719e+11	1.950009e+01
486	2.145695e+11	2.396657e+02
487	4.104622e+11	1.305262e+02
488	6.132984e+11	6.133478e+02
