# Index	M_int	Con
481	2.784052e+11	6.320823e+01
482	1.496699e+11	1.085516e+01
483	3.574203e+11	5.483747e+01
484	1.892658e+11	1.389321e+01
485	3.410549e+11	1.281447e+00
486	1.948926e+11	4.314903e+01
487	3.635456e+11	1.939287e+01
488	4.186469e+11	2.120621e+01
489	3.013306e+11	2.161732e+01
490	2.373389e+11	2.894839e+01
491	2.448469e+11	1.938638e+01
492	2.036671e+11	5.105978e+01
493	4.017836e+11	2.181675e+01
494	5.211346e+11	4.038923e+01
495	3.064575e+11	4.359395e+01
496	2.580015e+11	8.918424e+00
497	1.896005e+11	7.481161e+01
498	3.833032e+11	3.869388e+01
499	5.798495e+11	1.320528e+01
500	3.098989e+11	3.818415e+01
501	2.249788e+11	1.170307e+01
502	2.969385e+11	5.141479e+01
503	2.611724e+11	8.508975e-01
504	1.781602e+11	5.445142e+01
505	3.943313e+11	1.247350e+01
506	2.560428e+11	2.776982e+01
507	1.715263e+11	8.655899e+00
508	2.746003e+11	4.471726e+01
509	2.538873e+11	4.045859e+01
510	2.369224e+11	1.016445e+01
511	3.093393e+11	3.896516e+01
512	1.952803e+11	1.502344e+01
513	3.217686e+11	2.812888e+01
514	3.661222e+11	3.158449e+01
515	3.612022e+11	3.314448e+01
516	3.195663e+11	5.393992e+00
517	3.370299e+11	2.549273e+01
518	2.548617e+11	7.836553e+01
519	2.062777e+11	7.170456e+00
520	2.388632e+11	1.267834e+01
521	2.883577e+11	1.104556e+01
522	4.302011e+11	3.774244e+01
523	5.125530e+11	4.338680e+01
524	2.867262e+11	4.069833e+01
525	3.361089e+11	1.292295e+01
526	3.721047e+11	5.929164e+00
527	3.491583e+11	3.362441e+01
528	2.699613e+11	1.593596e+01
529	2.643304e+11	6.313313e+01
530	2.887462e+11	7.653931e+00
531	2.537755e+11	5.220265e+01
532	3.727307e+11	3.336178e-03
533	4.350666e+11	1.282123e+01
534	2.959330e+11	1.210357e+01
535	3.575962e+11	2.339564e+01
536	2.376071e+11	3.532893e+01
537	2.720163e+11	2.426342e+01
538	3.533004e+11	5.940677e+01
539	2.753439e+11	5.489284e+00
540	1.719079e+11	4.123675e+01
541	2.622199e+11	8.078328e+01
542	2.833497e+11	3.494936e+01
543	2.071719e+11	4.183576e+00
544	3.309844e+11	3.098095e-03
545	3.120617e+11	3.255023e+01
546	2.445830e+11	5.481303e+01
547	2.777482e+11	7.731291e+00
548	1.395257e+11	3.955114e+01
549	3.384656e+11	4.597424e+01
550	3.770953e+11	7.163001e+01
551	2.036134e+11	4.368571e+01
552	1.685212e+11	2.030374e+00
553	2.200232e+11	1.357091e+01
554	2.188819e+11	9.296908e+00
555	2.699603e+11	3.909998e+01
556	1.908328e+11	1.236547e+00
557	3.082714e+11	2.535024e+01
558	3.191067e+11	3.272348e+01
559	3.047173e+11	2.268722e+01
560	3.087040e+11	4.793137e+01
561	2.869030e+11	3.338940e-03
562	2.248241e+11	5.137907e+01
563	2.952586e+11	4.804681e+01
564	3.254473e+11	4.322987e+01
565	3.145702e+11	4.669554e+01
566	3.181322e+11	9.619323e+00
567	4.119583e+11	1.990898e+01
568	3.564762e+11	1.164272e+01
569	2.329076e+11	4.158039e+01
570	3.300759e+11	1.106061e+01
571	2.463770e+11	1.417956e+01
572	4.298968e+11	2.731853e+00
573	3.224193e+11	3.738995e+01
574	3.992342e+11	3.777792e+01
575	2.085554e+11	8.420449e+00
576	1.981304e+11	5.748302e+01
577	3.767618e+11	1.134205e+01
578	4.548354e+11	5.796226e+01
