# Index	M_int	Con
480	6.441233e+10	3.384755e+02
481	8.510395e+10	4.831592e+02
482	7.564690e+08	3.085744e+01
483	7.612546e+10	1.600540e+02
484	4.896913e+09	6.603271e+01
485	1.081283e+10	1.950009e+01
486	1.700302e+10	2.396657e+02
487	2.342155e+10	1.305262e+02
488	1.497330e+11	6.133478e+02
489	3.261059e+10	1.870665e+02
490	3.672765e+10	2.744366e+02
491	3.206298e+10	2.222503e+01
492	1.643597e+10	1.794280e+02
493	3.624101e+10	9.263921e+01
494	9.431138e+10	1.265732e+03
495	3.519633e+10	7.061441e+02
496	3.296512e+10	1.105638e+02
497	3.610664e+10	3.149581e+03
498	5.635831e+10	6.448314e+02
499	5.550611e+10	1.841291e+02
500	2.232145e+10	7.236203e+02
501	2.270902e+10	3.832165e+01
502	5.010332e+10	2.553857e+02
503	5.083789e+09	3.598452e+00
504	8.067414e+09	2.550572e+02
505	2.224053e+10	9.263516e+01
506	4.851970e+10	2.076428e+02
507	3.095996e+09	3.910909e+01
508	6.257228e+10	2.003619e+03
509	5.686817e+10	3.827477e+02
510	3.278806e+09	2.882294e+01
511	4.815919e+10	2.904518e+03
512	1.204630e+10	7.910983e+01
513	6.856127e+10	4.327494e+02
514	8.167368e+10	4.963355e+02
515	3.974282e+10	4.388827e+02
516	3.839512e+10	2.771722e+01
517	6.913121e+10	1.501957e+03
518	1.651094e+10	1.808041e+03
519	4.852690e+09	2.946978e+01
520	1.354030e+10	2.013361e+02
521	2.496466e+09	5.296471e+01
522	7.140101e+10	5.232579e+02
523	2.870078e+10	1.954119e+02
524	8.043424e+10	3.344015e+02
525	6.066472e+10	2.267820e+02
526	2.318946e+10	4.054476e+01
527	3.971523e+10	4.526602e+02
528	1.416735e+10	6.371162e+01
529	5.032599e+10	4.167647e+02
530	2.793138e+09	5.552051e+01
531	6.413045e+10	3.543242e+02
532	7.583224e+09	7.696647e+00
533	9.059168e+09	1.286792e+02
534	5.644539e+10	1.916863e+02
535	3.946995e+10	1.287384e+02
536	8.944657e+10	1.118955e+03
537	7.326723e+10	6.645874e+02
538	3.079428e+10	2.711386e+03
539	1.630967e+10	9.898921e+01
540	2.367083e+10	3.591094e+02
541	4.001943e+10	3.300122e+05
542	2.531226e+10	3.105498e+02
543	9.889864e+09	1.419187e+01
544	5.973479e+10	6.513786e+00
545	5.175553e+10	5.387065e+02
546	3.415594e+10	6.860494e+02
547	1.669277e+10	3.278294e+01
548	3.624976e+09	2.342274e+02
549	3.689757e+10	6.784167e+02
550	7.995651e+10	4.669879e+02
551	2.195337e+10	8.038091e+02
552	8.136344e+09	1.156922e+01
553	6.512415e+10	1.087983e+02
554	1.538286e+09	2.220973e+01
555	4.307804e+10	4.916281e+02
556	7.933466e+09	5.502207e+00
557	1.189029e+10	1.967853e+02
558	4.258956e+10	4.575678e+02
559	7.746121e+09	1.284568e+02
560	1.003181e+11	1.443885e+03
561	1.303596e+10	6.846929e+00
562	2.462605e+10	5.800936e+02
563	8.963007e+09	4.316601e+02
564	6.478448e+10	1.506152e+02
565	7.043837e+10	6.673340e+02
566	1.883956e+09	3.857784e+01
567	7.715675e+10	8.886693e+02
568	4.122057e+10	2.620236e+02
569	2.871485e+10	1.430270e+03
570	4.627500e+10	5.095932e+01
571	1.968773e+10	1.013218e+02
572	4.533231e+10	3.936380e+01
573	5.097297e+10	5.928111e+02
574	7.297686e+10	3.035266e+02
575	2.595306e+10	3.154205e+01
576	1.187178e+10	9.127359e+02
577	9.560794e+10	3.499766e+02
